fecha,departamento,municipio,dia,hora,barrio,zona,clase de sitio,arma empleada,móvil agresor,móvil victima,cantidad,tipo
2012-02-08,CESAR,VALLEDUPAR (CT),Miércoles,00:00:00,NOVALITO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-08,CESAR,VALLEDUPAR (CT),Miércoles,03:00:00,LA ESPERANZA,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-08,CESAR,VALLEDUPAR (CT),Miércoles,18:00:00,LAS PALMAS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-09,CESAR,VALLEDUPAR (CT),Jueves,16:00:00,GARUPAL II,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,-,1,HR
2012-02-09,CESAR,VALLEDUPAR (CT),Jueves,10:30:00,LOS ANGELES,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-10,CESAR,VALLEDUPAR (CT),Viernes,10:30:00,DIVINO NIÑO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-11,CESAR,VALLEDUPAR (CT),Sábado,12:30:00,IRACAL,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,-,1,HR
2012-02-11,CESAR,VALLEDUPAR (CT),Sábado,06:30:00,VILLA CONSUELO,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,-,1,HR
2012-02-12,CESAR,VALLEDUPAR (CT),Domingo,16:00:00,DIVINO NIÑO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-12,CESAR,VALLEDUPAR (CT),Domingo,15:00:00,NUEVA ESPERANZA,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,-,1,HR
2012-02-12,CESAR,VALLEDUPAR (CT),Domingo,03:00:00,EL CARMEN,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,-,1,HR
2012-02-13,CESAR,VALLEDUPAR (CT),Lunes,00:00:00,-,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-13,CESAR,VALLEDUPAR (CT),Lunes,07:00:00,ALTAGRACIA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-02-13,CESAR,VALLEDUPAR (CT),Lunes,16:30:00,EL AMPARO,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-14,CESAR,VALLEDUPAR (CT),Martes,21:00:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-15,CESAR,VALLEDUPAR (CT),Miércoles,21:00:00,SAN JORGE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,1,HR
2012-02-15,CESAR,VALLEDUPAR (CT),Miércoles,23:30:00,7 DE AGOSTO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-16,CESAR,VALLEDUPAR (CT),Jueves,01:30:00,GARUPAL I,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-18,CESAR,VALLEDUPAR (CT),Sábado,20:00:00,LA NEVADA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-18,CESAR,VALLEDUPAR (CT),Sábado,02:00:00,1º DE MAYO,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-02-18,CESAR,VALLEDUPAR (CT),Sábado,15:30:00,ARIZONA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-21,CESAR,VALLEDUPAR (CT),Martes,00:00:00,LOS MUSICOS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-21,CESAR,VALLEDUPAR (CT),Martes,10:00:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-21,CESAR,VALLEDUPAR (CT),Martes,08:45:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-02-22,CESAR,VALLEDUPAR (CT),Miércoles,14:00:00,SABANAS DEL VALLE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-23,CESAR,VALLEDUPAR (CT),Jueves,12:45:00,CANDELARIA SUR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-02-28,CESAR,VALLEDUPAR (CT),Martes,16:00:00,URB.OGB,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-02-29,CESAR,VALLEDUPAR (CT),Miércoles,20:00:00,SAN JOAQUIN,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-01,CESAR,VALLEDUPAR (CT),Jueves,16:00:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-01,CESAR,VALLEDUPAR (CT),Jueves,05:00:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-02,CESAR,VALLEDUPAR (CT),Viernes,13:30:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-02,CESAR,VALLEDUPAR (CT),Viernes,12:45:00,1º DE MAYO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-03,CESAR,VALLEDUPAR (CT),Sábado,18:00:00,ALFONSO LOPEZ,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-04,CESAR,VALLEDUPAR (CT),Domingo,04:15:00,CAÑAGUATE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-07,CESAR,VALLEDUPAR (CT),Miércoles,10:00:00,URB.VILLA LIGIA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-07,CESAR,VALLEDUPAR (CT),Miércoles,18:51:00,VILLALBA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-08,CESAR,VALLEDUPAR (CT),Jueves,17:30:00,PONTEVEDRA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-08,CESAR,VALLEDUPAR (CT),Jueves,05:00:00,EL LIMONAR,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-12,CESAR,VALLEDUPAR (CT),Lunes,11:00:00,LA NEVADA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-12,CESAR,VALLEDUPAR (CT),Lunes,23:55:00,LAS ROCAS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-13,CESAR,VALLEDUPAR (CT),Martes,09:00:00,CIUDADELA 450 AÑOS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-14,CESAR,VALLEDUPAR (CT),Miércoles,20:30:00,-,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-15,CESAR,VALLEDUPAR (CT),Jueves,05:30:00,ALTOS DE ZIRUMA II,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-15,CESAR,VALLEDUPAR (CT),Jueves,19:40:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-16,CESAR,VALLEDUPAR (CT),Viernes,19:00:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-17,CESAR,VALLEDUPAR (CT),Sábado,16:00:00,GARUPAL I,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-17,CESAR,VALLEDUPAR (CT),Sábado,18:40:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-18,CESAR,VALLEDUPAR (CT),Domingo,11:00:00,ALTOS DE CONFACESAR,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-19,CESAR,VALLEDUPAR (CT),Lunes,08:00:00,-,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-20,CESAR,VALLEDUPAR (CT),Martes,10:00:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-20,CESAR,VALLEDUPAR (CT),Martes,16:50:00,VILLA CONCHA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-20,CESAR,VALLEDUPAR (CT),Martes,10:50:00,CIUDAD TAYRONA I,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-21,CESAR,VALLEDUPAR (CT),Miércoles,20:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-21,CESAR,VALLEDUPAR (CT),Miércoles,02:00:00,CIUDAD JARDIN,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-22,CESAR,VALLEDUPAR (CT),Jueves,09:00:00,VILLA CONSUELO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-23,CESAR,VALLEDUPAR (CT),Viernes,16:00:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-24,CESAR,VALLEDUPAR (CT),Sábado,16:40:00,ALAMOS II,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-25,CESAR,VALLEDUPAR (CT),Domingo,08:00:00,-,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-25,CESAR,VALLEDUPAR (CT),Domingo,12:00:00,AMANECERES DEL VALLE,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-26,CESAR,VALLEDUPAR (CT),Lunes,10:00:00,VILLA CASTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-26,CESAR,VALLEDUPAR (CT),Lunes,16:30:00,LA POPA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,1,HR
2012-03-27,CESAR,VALLEDUPAR (CT),Martes,09:00:00,CASIMIRO MASTRE,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-28,CESAR,VALLEDUPAR (CT),Miércoles,10:00:00,CENTRO COMERCIAL GUATAPURI,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-29,CESAR,VALLEDUPAR (CT),Jueves,10:00:00,LOS MAYALES,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-29,CESAR,VALLEDUPAR (CT),Jueves,00:30:00,FUNDADORES,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-03-30,CESAR,VALLEDUPAR (CT),Viernes,13:00:00,-,RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-03-31,CESAR,VALLEDUPAR (CT),Sábado,17:00:00,URB. LA CEIBA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-01,CESAR,VALLEDUPAR (CT),Domingo,21:30:00,VILLA ESTEFANIA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-02,CESAR,VALLEDUPAR (CT),Lunes,13:00:00,CIUDAD JARDIN,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-04,CESAR,VALLEDUPAR (CT),Miércoles,11:00:00,1º DE MAYO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-05,CESAR,VALLEDUPAR (CT),Jueves,12:00:00,ALTAGRACIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-06,CESAR,VALLEDUPAR (CT),Viernes,06:45:00,PANAMA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-08,CESAR,VALLEDUPAR (CT),Domingo,05:00:00,LA CASTELLANA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-08,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,-,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,00:00:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,00:00:00,LA NEVADA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,20:00:00,NUEVO AMANECER,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,13:00:00,SAN CARLOS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,08:30:00,ALTOS DE ZIRUMA I,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-09,CESAR,VALLEDUPAR (CT),Lunes,03:30:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-04-11,CESAR,VALLEDUPAR (CT),Miércoles,15:00:00,NOVALITO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-11,CESAR,VALLEDUPAR (CT),Miércoles,14:00:00,SANTANA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-13,CESAR,VALLEDUPAR (CT),Viernes,09:50:00,1º DE MAYO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HR
2012-04-14,CESAR,VALLEDUPAR (CT),Sábado,13:35:00,ALTAGRACIA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HR
2012-04-15,CESAR,VALLEDUPAR (CT),Domingo,11:00:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HR
2012-04-15,CESAR,VALLEDUPAR (CT),Domingo,09:20:00,NOVALITO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-16,CESAR,VALLEDUPAR (CT),Lunes,10:00:00,GARUPAL IV,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-16,CESAR,VALLEDUPAR (CT),Lunes,15:00:00,ALFONSO LOPEZ,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-17,CESAR,VALLEDUPAR (CT),Martes,09:00:00,CENTRO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-17,CESAR,VALLEDUPAR (CT),Martes,01:40:00,MAREIGUA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,1,HR
2012-04-17,CESAR,VALLEDUPAR (CT),Martes,14:28:00,EL CARMEN,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HR
2012-04-18,CESAR,VALLEDUPAR (CT),Miércoles,02:00:00,CAÑAGUATE,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-18,CESAR,VALLEDUPAR (CT),Miércoles,06:30:00,VALLE MESA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-19,CESAR,VALLEDUPAR (CT),Jueves,07:00:00,NUEVO AMANECER,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-19,CESAR,VALLEDUPAR (CT),Jueves,20:30:00,VILLA MONICA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-20,CESAR,VALLEDUPAR (CT),Viernes,08:30:00,DIVINO NIÑO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-21,CESAR,VALLEDUPAR (CT),Sábado,06:40:00,ALFONSO LOPEZ,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-22,CESAR,VALLEDUPAR (CT),Domingo,02:00:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-22,CESAR,VALLEDUPAR (CT),Domingo,18:30:00,BELLO HORIZONTE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-22,CESAR,VALLEDUPAR (CT),Domingo,06:00:00,EL AMPARO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-22,CESAR,VALLEDUPAR (CT),Domingo,00:20:00,LA POPA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-23,CESAR,VALLEDUPAR (CT),Lunes,07:00:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-24,CESAR,VALLEDUPAR (CT),Martes,02:00:00,OBRERO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-26,CESAR,VALLEDUPAR (CT),Jueves,00:00:00,DANGON,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-26,CESAR,VALLEDUPAR (CT),Jueves,00:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-27,CESAR,VALLEDUPAR (CT),Viernes,04:00:00,GARUPAL I,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-29,CESAR,VALLEDUPAR (CT),Domingo,03:00:00,VILLA CONCHA,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-04-29,CESAR,VALLEDUPAR (CT),Domingo,03:30:00,SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HR
2012-05-01,CESAR,VALLEDUPAR (CT),Martes,00:00:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-05-01,CESAR,VALLEDUPAR (CT),Martes,16:00:00,PANAMA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-05-01,CESAR,VALLEDUPAR (CT),Martes,03:00:00,25 DE DICIEMBRE,URBANA,CASAS DE HABITACION,CORTANTES,A PIE,A PIE,1,HR
2012-05-04,CESAR,VALLEDUPAR (CT),Viernes,06:00:00,CAMPO ROMERO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
2012-05-05,CESAR,VALLEDUPAR (CT),Sábado,04:00:00,VILLA CONCHA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,1,HR
