fecha,departamento,municipio,dia,hora,barrio,zona,clase de sitio,arma empleada,móvil agresor,móvil victima,cantidad,tipo
2012-05-20,CESAR,VALLEDUPAR (CT),Domingo,22:45:00,FUNDADORES,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-05-25,CESAR,VALLEDUPAR (CT),Viernes,17:10:00,GARUPAL I,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2012-05-27,CESAR,VALLEDUPAR (CT),Domingo,05:40:00,GARUPAL I,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-05-27,CESAR,VALLEDUPAR (CT),Domingo,05:40:00,GARUPAL I,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-05-27,CESAR,VALLEDUPAR (CT),Domingo,09:00:00,FUNDADORES,URBANA,VIAS PUBLICAS,VEHICULO,VEHICULO,A PIE,1,HT
2012-06-02,CESAR,VALLEDUPAR (CT),Sábado,01:00:00,LOPERENA,URBANA,VIAS PUBLICAS,VEHICULO,VEHICULO,A PIE,1,HT
2012-06-08,CESAR,VALLEDUPAR (CT),Viernes,16:25:00,-,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-06-19,CESAR,VALLEDUPAR (CT),Martes,11:20:00,GAITAN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2012-07-16,CESAR,VALLEDUPAR (CT),Lunes,17:30:00,-,RURAL,CARRETERA,MOTO,VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2012-08-27,CESAR,VALLEDUPAR (CT),Lunes,18:45:00,-,URBANA,CARRETERA,VEHICULO,VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2012-08-30,CESAR,VALLEDUPAR (CT),Jueves,10:00:00,-,URBANA,CARRETERA,BICICLETA,VEHICULO,BICICLETA,1,HT
2012-09-04,CESAR,VALLEDUPAR (CT),Martes,20:30:00,FUNDADORES,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2012-09-16,CESAR,VALLEDUPAR (CT),Domingo,14:00:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-10-04,CESAR,VALLEDUPAR (CT),Jueves,23:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-10-12,CESAR,VALLEDUPAR (CT),Viernes,13:50:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-10-13,CESAR,VALLEDUPAR (CT),Sábado,08:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,BICICLETA,1,HT
2012-10-14,CESAR,VALLEDUPAR (CT),Domingo,21:30:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,VEHICULO,VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2012-10-16,CESAR,VALLEDUPAR (CT),Martes,02:00:00,1º DE MAYO,URBANA,VIAS PUBLICAS,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-10-18,CESAR,VALLEDUPAR (CT),Jueves,00:30:00,IRACAL,URBANA,VIAS PUBLICAS,MOTO,VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2012-11-05,CESAR,VALLEDUPAR (CT),Lunes,22:00:00,11 DE NOVIEMBRE,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-11-10,CESAR,VALLEDUPAR (CT),Sábado,05:15:00,25 DE DICIEMBRE,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-11-10,CESAR,VALLEDUPAR (CT),Sábado,05:15:00,25 DE DICIEMBRE,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-11-15,CESAR,VALLEDUPAR (CT),Jueves,15:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-11-15,CESAR,VALLEDUPAR (CT),Jueves,18:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-11-15,CESAR,VALLEDUPAR (CT),Jueves,18:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-11-15,CESAR,VALLEDUPAR (CT),Jueves,18:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-11-23,CESAR,VALLEDUPAR (CT),Viernes,11:50:00,LA GRANJA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-12-01,CESAR,VALLEDUPAR (CT),Sábado,07:30:00,-,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-12-04,CESAR,VALLEDUPAR (CT),Martes,16:35:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,VEHICULO,VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2012-12-09,CESAR,VALLEDUPAR (CT),Domingo,18:15:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,A PIE,1,HT
2012-12-22,CESAR,VALLEDUPAR (CT),Sábado,08:30:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2012-12-30,CESAR,VALLEDUPAR (CT),Domingo,22:00:00,LA POPA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2012-12-31,CESAR,VALLEDUPAR (CT),Lunes,19:10:00,-,RURAL,CARRETERA,VEHICULO,VEHICULO,VEHICULO,1,HT
2013-01-01,CESAR,VALLEDUPAR (CT),Martes,11:40:00,DON CARMELO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-01-11,CESAR,VALLEDUPAR (CT),Viernes,21:15:00,LAS FLORES,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-01-24,CESAR,VALLEDUPAR (CT),Jueves,06:00:00,-,RURAL,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-01-25,CESAR,VALLEDUPAR (CT),Viernes,11:00:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-01-26,CESAR,VALLEDUPAR (CT),Sábado,04:30:00,MERCA BASTOS,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-02-02,CESAR,VALLEDUPAR (CT),Sábado,08:05:00,BALNEARIO HURTADO,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-02-13,CESAR,VALLEDUPAR (CT),Miércoles,10:30:00,SAN CLEMENTE,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-02-19,CESAR,VALLEDUPAR (CT),Martes,22:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-02-21,CESAR,VALLEDUPAR (CT),Jueves,22:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-02-23,CESAR,VALLEDUPAR (CT),Sábado,13:20:00,SAN MARTIN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-02-24,CESAR,VALLEDUPAR (CT),Domingo,16:40:00,ENRIQUE PUPO,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,BICICLETA,1,HT
2013-03-04,CESAR,VALLEDUPAR (CT),Lunes,19:35:00,GAITAN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-03-05,CESAR,VALLEDUPAR (CT),Martes,17:55:00,LA NEVADA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-03-11,CESAR,VALLEDUPAR (CT),Lunes,09:35:00,FUNDADORES,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,A PIE,1,HT
2013-03-17,CESAR,VALLEDUPAR (CT),Domingo,05:00:00,LAS FLORES,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-03-17,CESAR,VALLEDUPAR (CT),Domingo,20:10:00,CENTRO,URBANA,VIAS PUBLICAS,VEHICULO,PASAJERO METRO,CONDUCTOR MOTOCICLETA,1,HT
2013-04-21,CESAR,VALLEDUPAR (CT),Domingo,23:00:00,EL OASIS,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-04-28,CESAR,VALLEDUPAR (CT),Domingo,17:30:00,VILLA CAREL,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-05-13,CESAR,VALLEDUPAR (CT),Lunes,08:00:00,LA CANDELARIA,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,A PIE,1,HT
2013-05-31,CESAR,VALLEDUPAR (CT),Viernes,06:30:00,1º DE MAYO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-06-14,CESAR,VALLEDUPAR (CT),Viernes,00:40:00,LOS MUSICOS,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-06-16,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-06-16,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-06-16,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-06-16,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-06-23,CESAR,VALLEDUPAR (CT),Domingo,09:30:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-06-25,CESAR,VALLEDUPAR (CT),Martes,09:11:00,FUNDADORES,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-07-01,CESAR,VALLEDUPAR (CT),Lunes,22:30:00,PANAMA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-07-03,CESAR,VALLEDUPAR (CT),Miércoles,00:50:00,LOS CACIQUES,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-07-10,CESAR,VALLEDUPAR (CT),Miércoles,13:13:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-07-10,CESAR,VALLEDUPAR (CT),Miércoles,13:13:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-07-30,CESAR,VALLEDUPAR (CT),Martes,14:40:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-08-07,CESAR,VALLEDUPAR (CT),Miércoles,16:35:00,FUNDADORES,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,BICICLETA,1,HT
2013-08-12,CESAR,VALLEDUPAR (CT),Lunes,12:50:00,CENTRO,URBANA,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-09-07,CESAR,VALLEDUPAR (CT),Sábado,01:00:00,-,URBANA,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-09-15,CESAR,VALLEDUPAR (CT),Domingo,00:30:00,FUNDADORES,URBANA,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-09-29,CESAR,VALLEDUPAR (CT),Domingo,04:30:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-10-13,CESAR,VALLEDUPAR (CT),Domingo,12:30:00,NOVALITO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-10-23,CESAR,VALLEDUPAR (CT),Miércoles,15:40:00,EL CARMEN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-11-01,CESAR,VALLEDUPAR (CT),Viernes,19:40:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-11-08,CESAR,VALLEDUPAR (CT),Viernes,22:00:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-11-28,CESAR,VALLEDUPAR (CT),Jueves,17:00:00,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2013-11-29,CESAR,VALLEDUPAR (CT),Viernes,09:30:00,-,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,BICICLETA,1,HT
2013-12-01,CESAR,VALLEDUPAR (CT),Domingo,17:20:00,-,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-12-02,CESAR,VALLEDUPAR (CT),Lunes,13:20:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-12-09,CESAR,VALLEDUPAR (CT),Lunes,19:40:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2013-12-12,CESAR,VALLEDUPAR (CT),Jueves,12:30:00,LA GRANJA,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2013-12-19,CESAR,VALLEDUPAR (CT),Jueves,15:30:00,GARUPAL I,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2013-12-22,CESAR,VALLEDUPAR (CT),Domingo,07:20:00,-,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,BICICLETA,1,HT
2013-12-27,CESAR,VALLEDUPAR (CT),Viernes,19:50:00,-,RURAL,CARRETERA,NO REPORTADO,-,BICICLETA,1,HT
2014-01-01,CESAR,VALLEDUPAR (CT),Miércoles,01:20:00,CENTRO,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,A PIE,1,HT
2014-01-09,CESAR,VALLEDUPAR (CT),Jueves,10:40:00,EL CENTRO,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-01-14,CESAR,VALLEDUPAR (CT),Martes,09:00:00,LA GRANJA,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,A PIE,1,HT
2014-01-29,CESAR,VALLEDUPAR (CT),Miércoles,07:00:00,5 DE NOVIEMBRE,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2014-02-02,CESAR,VALLEDUPAR (CT),Domingo,15:49:00,FUNDADORES,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-03-15,CESAR,VALLEDUPAR (CT),Sábado,19:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-03-23,CESAR,VALLEDUPAR (CT),Domingo,05:00:00,CENTRO,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-03-24,CESAR,VALLEDUPAR (CT),Lunes,01:45:00,VILLA CLARA,URBANA,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-03-30,CESAR,VALLEDUPAR (CT),Domingo,19:30:00,NUEVO MILENIO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-04-11,CESAR,VALLEDUPAR (CT),Viernes,10:30:00,EL OASIS,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2014-04-27,CESAR,VALLEDUPAR (CT),Domingo,23:20:00,LA NEVADA,URBANA,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-05-04,CESAR,VALLEDUPAR (CT),Domingo,06:40:00,CENTRO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,PASAJERO MOTOCICLETA,1,HT
2014-05-08,CESAR,VALLEDUPAR (CT),Jueves,08:20:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-05-10,CESAR,VALLEDUPAR (CT),Sábado,07:40:00,NOVALITO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-05-10,CESAR,VALLEDUPAR (CT),Sábado,17:40:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-05-11,CESAR,VALLEDUPAR (CT),Domingo,07:40:00,CENTRO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-05-12,CESAR,VALLEDUPAR (CT),Lunes,06:00:00,SANTO DOMINGO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-05-15,CESAR,VALLEDUPAR (CT),Jueves,00:40:00,NOVALITO,URBANA,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-05-17,CESAR,VALLEDUPAR (CT),Sábado,14:20:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-05-19,CESAR,VALLEDUPAR (CT),Lunes,05:40:00,1º DE MAYO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-06-03,CESAR,VALLEDUPAR (CT),Martes,20:00:00,SAN VICENTE,URBANA,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-06-11,CESAR,VALLEDUPAR (CT),Miércoles,07:10:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-06-14,CESAR,VALLEDUPAR (CT),Sábado,13:00:00,LA FLORESTA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,A PIE,1,HT
2014-06-28,CESAR,VALLEDUPAR (CT),Sábado,14:00:00,CENTRO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-06-29,CESAR,VALLEDUPAR (CT),Domingo,17:00:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-06-29,CESAR,VALLEDUPAR (CT),Domingo,08:00:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-06-29,CESAR,VALLEDUPAR (CT),Domingo,08:00:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-06-29,CESAR,VALLEDUPAR (CT),Domingo,22:10:00,LA NEVADA,URBANA,VIAS PUBLICAS,VEHICULO,CONDUCTOR VEHICULO,A PIE,1,HT
2014-07-02,CESAR,VALLEDUPAR (CT),Miércoles,05:30:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-07-06,CESAR,VALLEDUPAR (CT),Domingo,00:20:00,LA NEVADA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-07-10,CESAR,VALLEDUPAR (CT),Jueves,14:30:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-07-11,CESAR,VALLEDUPAR (CT),Viernes,05:00:00,1º DE MAYO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,1,HT
2014-07-17,CESAR,VALLEDUPAR (CT),Jueves,08:40:00,VEREDA,RURAL,CARRETERA,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-09-06,CESAR,VALLEDUPAR (CT),Sábado,12:30:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-09-28,CESAR,VALLEDUPAR (CT),Domingo,03:15:00,CENTRO,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-10-09,CESAR,VALLEDUPAR (CT),Jueves,20:00:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-10-09,CESAR,VALLEDUPAR (CT),Jueves,20:00:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-10-11,CESAR,VALLEDUPAR (CT),Sábado,08:40:00,LA VICTORIA,URBANA,VIAS PUBLICAS,MOTO,CONDUCTOR VEHICULO,CONDUCTOR MOTOCICLETA,1,HT
2014-11-24,CESAR,VALLEDUPAR (CT),Lunes,14:30:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-11-24,CESAR,VALLEDUPAR (CT),Lunes,14:30:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
2014-11-24,CESAR,VALLEDUPAR (CT),Lunes,14:30:00,VEREDA,RURAL,CARRETERA,VEHICULO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HT
