fecha,departamento,municipio,dia,hora,barrio,zona,clase de sitio,arma empleada,móvil agresor,móvil victima,cantidad,tipo
2012-05-01,CESAR,VALLEDUPAR (CT),Martes,23:25:00,1º DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-05-04,CESAR,VALLEDUPAR (CT),Viernes,19:30:00,-,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO BUS,CONDUCTOR VEHICULO,1,HA
2012-05-09,CESAR,VALLEDUPAR (CT),Miércoles,09:00:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-05-16,CESAR,VALLEDUPAR (CT),Miércoles,19:30:00,LA GRANJA,URBANA,VIAS PUBLICAS,NO REPORTADO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2012-05-17,CESAR,VALLEDUPAR (CT),Jueves,07:00:00,LOS ANGELES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-05-29,CESAR,VALLEDUPAR (CT),Martes,01:45:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-05-30,CESAR,VALLEDUPAR (CT),Miércoles,12:40:00,SAN FERNANDO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-06-07,CESAR,VALLEDUPAR (CT),Jueves,10:00:00,-,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2012-06-10,CESAR,VALLEDUPAR (CT),Domingo,17:30:00,LOS CORTIJOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-06-11,CESAR,VALLEDUPAR (CT),Lunes,15:45:00,-,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2012-06-12,CESAR,VALLEDUPAR (CT),Martes,17:45:00,NOVALITO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-06-14,CESAR,VALLEDUPAR (CT),Jueves,19:30:00,7 DE AGOSTO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,1,HA
2012-06-21,CESAR,VALLEDUPAR (CT),Jueves,10:50:00,SAN CLEMENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-06-22,CESAR,VALLEDUPAR (CT),Viernes,23:30:00,EDGARDO PUPO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-07-01,CESAR,VALLEDUPAR (CT),Domingo,05:10:00,-,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2012-07-02,CESAR,VALLEDUPAR (CT),Lunes,04:00:00,CIUDADELA 450 AÑOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-07-11,CESAR,VALLEDUPAR (CT),Miércoles,12:10:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,-,1,HA
2012-07-25,CESAR,VALLEDUPAR (CT),Miércoles,17:30:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-07-25,CESAR,VALLEDUPAR (CT),Miércoles,05:30:00,1º DE MAYO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HA
2012-07-29,CESAR,VALLEDUPAR (CT),Domingo,06:00:00,CIUDADELA 450 AÑOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-01,CESAR,VALLEDUPAR (CT),Miércoles,03:00:00,CIUDADELA 450 AÑOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-02,CESAR,VALLEDUPAR (CT),Jueves,07:30:00,SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2012-08-04,CESAR,VALLEDUPAR (CT),Sábado,01:30:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-07,CESAR,VALLEDUPAR (CT),Martes,06:00:00,GARUPAL III,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-11,CESAR,VALLEDUPAR (CT),Sábado,04:30:00,GARUPAL I,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-13,CESAR,VALLEDUPAR (CT),Lunes,05:35:00,-,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR VEHICULO,1,HA
2012-08-15,CESAR,VALLEDUPAR (CT),Miércoles,06:05:00,DANGON,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-16,CESAR,VALLEDUPAR (CT),Jueves,18:30:00,ARIZONA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HA
2012-08-22,CESAR,VALLEDUPAR (CT),Miércoles,23:00:00,SANTA ROSA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-08-24,CESAR,VALLEDUPAR (CT),Viernes,10:00:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-02,CESAR,VALLEDUPAR (CT),Domingo,12:50:00,EL AMPARO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-10,CESAR,VALLEDUPAR (CT),Lunes,04:30:00,TOBIAS DAZA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-16,CESAR,VALLEDUPAR (CT),Domingo,04:00:00,FUNDADORES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-17,CESAR,VALLEDUPAR (CT),Lunes,15:40:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-21,CESAR,VALLEDUPAR (CT),Viernes,19:30:00,LA GRANJA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,1,HA
2012-09-26,CESAR,VALLEDUPAR (CT),Miércoles,12:00:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-09-26,CESAR,VALLEDUPAR (CT),Miércoles,04:00:00,URB.VILLA DARIANA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-10-02,CESAR,VALLEDUPAR (CT),Martes,07:30:00,-,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,1,HA
2012-10-06,CESAR,VALLEDUPAR (CT),Sábado,20:40:00,DIVINO NIÑO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-10-08,CESAR,VALLEDUPAR (CT),Lunes,07:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2012-10-13,CESAR,VALLEDUPAR (CT),Sábado,12:00:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2012-10-16,CESAR,VALLEDUPAR (CT),Martes,16:30:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-10-18,CESAR,VALLEDUPAR (CT),Jueves,11:00:00,SAN VICENTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HA
2012-10-18,CESAR,VALLEDUPAR (CT),Jueves,06:00:00,SAN MARTIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-10-29,CESAR,VALLEDUPAR (CT),Lunes,19:30:00,CAÑAGUATE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-11-02,CESAR,VALLEDUPAR (CT),Viernes,02:00:00,SAN CARLOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HA
2012-11-07,CESAR,VALLEDUPAR (CT),Miércoles,04:00:00,GARUPAL I,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-11-08,CESAR,VALLEDUPAR (CT),Jueves,17:50:00,TERMINAL DE TRANSPORTES,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,1,HA
2012-11-24,CESAR,VALLEDUPAR (CT),Sábado,15:30:00,VILLA JAIDITH,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2012-11-24,CESAR,VALLEDUPAR (CT),Sábado,21:45:00,LA GRANJA,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-12-05,CESAR,VALLEDUPAR (CT),Miércoles,17:30:00,SAN VICENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,1,HA
2012-12-12,CESAR,VALLEDUPAR (CT),Miércoles,14:50:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-12-22,CESAR,VALLEDUPAR (CT),Sábado,07:00:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2012-12-22,CESAR,VALLEDUPAR (CT),Sábado,07:00:00,TERMINAL DE TRANSPORTES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2012-12-23,CESAR,VALLEDUPAR (CT),Domingo,17:00:00,-,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2012-12-24,CESAR,VALLEDUPAR (CT),Lunes,14:00:00,-,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-01-05,CESAR,VALLEDUPAR (CT),Sábado,21:30:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-01-08,CESAR,VALLEDUPAR (CT),Martes,03:00:00,LAS ACACIAS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-01-18,CESAR,VALLEDUPAR (CT),Viernes,08:30:00,-,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-01-22,CESAR,VALLEDUPAR (CT),Martes,00:30:00,LOS MAYALES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-01-23,CESAR,VALLEDUPAR (CT),Miércoles,14:15:00,ALFONSO LOPEZ,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-01-24,CESAR,VALLEDUPAR (CT),Jueves,02:30:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-01-26,CESAR,VALLEDUPAR (CT),Sábado,09:00:00,KENNEDY,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-06,CESAR,VALLEDUPAR (CT),Miércoles,15:30:00,LOS ANGELES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-06,CESAR,VALLEDUPAR (CT),Miércoles,15:30:00,LOS ANGELES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-13,CESAR,VALLEDUPAR (CT),Miércoles,15:30:00,PANAMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HA
2013-02-20,CESAR,VALLEDUPAR (CT),Miércoles,18:00:00,ALFONSO LOPEZ,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-26,CESAR,VALLEDUPAR (CT),Martes,12:10:00,7 DE AGOSTO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-28,CESAR,VALLEDUPAR (CT),Jueves,15:10:00,ALFONSO LOPEZ,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-02-28,CESAR,VALLEDUPAR (CT),Jueves,11:11:00,PANAMA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-03-18,CESAR,VALLEDUPAR (CT),Lunes,18:20:00,BALNEARIO HURTADO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-03-26,CESAR,VALLEDUPAR (CT),Martes,19:20:00,1º DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-01,CESAR,VALLEDUPAR (CT),Lunes,11:00:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-07,CESAR,VALLEDUPAR (CT),Domingo,21:00:00,URB.POPULANDIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-10,CESAR,VALLEDUPAR (CT),Miércoles,09:00:00,CAÑAGUATE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-13,CESAR,VALLEDUPAR (CT),Sábado,21:30:00,LAS FLORES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-26,CESAR,VALLEDUPAR (CT),Viernes,19:00:00,EDGARDO PUPO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-27,CESAR,VALLEDUPAR (CT),Sábado,21:30:00,PONTEVEDRA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-28,CESAR,VALLEDUPAR (CT),Domingo,03:00:00,PONTEVEDRA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-04-28,CESAR,VALLEDUPAR (CT),Domingo,17:00:00,BALNEARIO HURTADO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-01,CESAR,VALLEDUPAR (CT),Miércoles,22:00:00,1º DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-01,CESAR,VALLEDUPAR (CT),Miércoles,21:30:00,1º DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-01,CESAR,VALLEDUPAR (CT),Miércoles,18:20:00,DON CARMELO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-05-04,CESAR,VALLEDUPAR (CT),Sábado,04:00:00,MAREIGUA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-05,CESAR,VALLEDUPAR (CT),Domingo,20:00:00,BALNEARIO HURTADO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-07,CESAR,VALLEDUPAR (CT),Martes,13:45:00,SAN VICENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-11,CESAR,VALLEDUPAR (CT),Sábado,11:00:00,URB.OGB,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-18,CESAR,VALLEDUPAR (CT),Sábado,00:00:00,DON CARMELO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HA
2013-05-18,CESAR,VALLEDUPAR (CT),Sábado,00:00:00,DON CARMELO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,1,HA
2013-05-21,CESAR,VALLEDUPAR (CT),Martes,18:30:00,OBRERO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-22,CESAR,VALLEDUPAR (CT),Miércoles,20:15:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-24,CESAR,VALLEDUPAR (CT),Viernes,12:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-05-26,CESAR,VALLEDUPAR (CT),Domingo,07:00:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2013-05-30,CESAR,VALLEDUPAR (CT),Jueves,06:20:00,SAN JORGE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-06-23,CESAR,VALLEDUPAR (CT),Domingo,22:00:00,GUATAPURI,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-02,CESAR,VALLEDUPAR (CT),Martes,16:30:00,SAN CLEMENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-10,CESAR,VALLEDUPAR (CT),Miércoles,11:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-11,CESAR,VALLEDUPAR (CT),Jueves,22:40:00,DON CARMELO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-12,CESAR,VALLEDUPAR (CT),Viernes,22:00:00,LOS MAYALES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-13,CESAR,VALLEDUPAR (CT),Sábado,11:00:00,OBRERO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-15,CESAR,VALLEDUPAR (CT),Lunes,14:00:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-17,CESAR,VALLEDUPAR (CT),Miércoles,03:00:00,CIUDADELA 450 AÑOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-23,CESAR,VALLEDUPAR (CT),Martes,12:15:00,BALNEARIO HURTADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,HA
2013-07-25,CESAR,VALLEDUPAR (CT),Jueves,13:30:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2013-07-26,CESAR,VALLEDUPAR (CT),Viernes,06:30:00,NOVALITO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-27,CESAR,VALLEDUPAR (CT),Sábado,20:30:00,LA GRANJA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-27,CESAR,VALLEDUPAR (CT),Sábado,13:00:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-30,CESAR,VALLEDUPAR (CT),Martes,14:29:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-07-31,CESAR,VALLEDUPAR (CT),Miércoles,12:45:00,CONJ.RESID. DEL NORTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-01,CESAR,VALLEDUPAR (CT),Jueves,20:30:00,SANTANA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-04,CESAR,VALLEDUPAR (CT),Domingo,13:30:00,LA VEGA,RURAL,RIOS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-05,CESAR,VALLEDUPAR (CT),Lunes,01:30:00,ALAMOS I,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-06,CESAR,VALLEDUPAR (CT),Martes,21:00:00,CIUDAD TAYRONA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,1,HA
2013-08-06,CESAR,VALLEDUPAR (CT),Martes,08:45:00,SAN VICENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-07,CESAR,VALLEDUPAR (CT),Miércoles,03:00:00,GARUPAL I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2013-08-10,CESAR,VALLEDUPAR (CT),Sábado,12:00:00,NOVALITO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-15,CESAR,VALLEDUPAR (CT),Jueves,08:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-18,CESAR,VALLEDUPAR (CT),Domingo,13:10:00,CASA CAMPO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-19,CESAR,VALLEDUPAR (CT),Lunes,18:00:00,URB.POPULANDIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-20,CESAR,VALLEDUPAR (CT),Martes,20:30:00,LA VEGA,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,1,HA
2013-08-20,CESAR,VALLEDUPAR (CT),Martes,13:00:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-23,CESAR,VALLEDUPAR (CT),Viernes,02:20:00,GALAN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-27,CESAR,VALLEDUPAR (CT),Martes,15:10:00,LA GUAJIRA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-28,CESAR,VALLEDUPAR (CT),Miércoles,16:55:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-29,CESAR,VALLEDUPAR (CT),Jueves,20:30:00,7 DE AGOSTO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-08-30,CESAR,VALLEDUPAR (CT),Viernes,21:00:00,LOPERENA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-09-02,CESAR,VALLEDUPAR (CT),Lunes,16:00:00,DANGON,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-09-03,CESAR,VALLEDUPAR (CT),Martes,13:00:00,CAÑAGUATE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-09-05,CESAR,VALLEDUPAR (CT),Jueves,20:00:00,EL PRADO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-09-10,CESAR,VALLEDUPAR (CT),Martes,03:00:00,DON CARMELO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,1,HA
2013-09-12,CESAR,VALLEDUPAR (CT),Jueves,18:00:00,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-09-14,CESAR,VALLEDUPAR (CT),Sábado,10:00:00,OBRERO,URBANA,SECTOR RESIDENCIAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,1,HA
2013-09-15,CESAR,VALLEDUPAR (CT),Domingo,08:00:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,1,HA
2013-09-20,CESAR,VALLEDUPAR (CT),Viernes,03:40:00,SANTA ROSA,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
2013-09-21,CESAR,VALLEDUPAR (CT),Sábado,23:40:00,1º DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,1,HA
2013-09-23,CESAR,VALLEDUPAR (CT),Lunes,20:00:00,U.P.C DE SABANAS,URBANA,UNIVERSIDADES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,1,HA
